date,city,province,temperature,humidity,season
2023-01-30,Adelaide,South Australia,23.6,53.5,Summer
2023-01-31,Adelaide,South Australia,25.7,43.7,Summer
2023-02-01,Adelaide,South Australia,26.3,47.9,Summer
2023-02-02,Adelaide,South Australia,22.2,49.1,Summer
2023-02-03,Adelaide,South Australia,22.7,49.5,Summer
2023-02-04,Adelaide,South Australia,23.5,57.5,Summer
2023-02-05,Adelaide,South Australia,19.2,51.2,Summer
2023-02-06,Adelaide,South Australia,19.7,40.8,Summer
2023-02-07,Adelaide,South Australia,24.1,49.8,Summer
2023-02-08,Adelaide,South Australia,24.3,47.3,Summer
2023-02-09,Adelaide,South Australia,27.5,49.4,Summer
2023-02-10,Adelaide,South Australia,25.1,47.4,Summer
2023-02-11,Adelaide,South Australia,26.0,38.0,Summer
2023-02-12,Adelaide,South Australia,24.4,38.7,Summer
2023-02-13,Adelaide,South Australia,26.8,38.7,Summer
2023-02-14,Adelaide,South Australia,29.0,50.8,Summer
2023-02-15,Adelaide,South Australia,29.1,53.9,Summer
2023-02-16,Adelaide,South Australia,21.2,42.0,Summer
2023-02-17,Adelaide,South Australia,16.9,57.7,Summer
2023-02-18,Adelaide,South Australia,19.8,45.9,Summer
2023-02-19,Adelaide,South Australia,19.1,39.4,Summer
2023-02-20,Adelaide,South Australia,17.2,45.1,Summer
2023-02-21,Adelaide,South Australia,25.3,48.3,Summer
2023-02-22,Adelaide,South Australia,26.9,45.5,Summer
2023-02-23,Adelaide,South Australia,25.9,57.6,Summer
2023-02-24,Adelaide,South Australia,27.8,52.0,Summer
2023-02-25,Adelaide,South Australia,27.8,40.1,Summer
2023-02-26,Adelaide,South Australia,31.1,52.5,Summer
2023-02-27,Adelaide,South Australia,28.9,62.1,Summer
2023-02-28,Adelaide,South Australia,28.8,43.0,Summer
2023-03-01,Adelaide,South Australia,19.9,35.4,Autumn
2023-03-02,Adelaide,South Australia,20.0,56.0,Autumn
2023-03-03,Adelaide,South Australia,19.2,61.7,Autumn
2023-03-04,Adelaide,South Australia,18.3,56.5,Autumn
2023-03-05,Adelaide,South Australia,16.2,50.4,Autumn
2023-03-06,Adelaide,South Australia,18.6,41.9,Autumn
2023-03-07,Adelaide,South Australia,19.1,41.0,Autumn
2023-03-08,Adelaide,South Australia,20.3,52.9,Autumn
2023-03-09,Adelaide,South Australia,14.5,50.1,Autumn
2023-03-10,Adelaide,South Australia,12.0,59.0,Autumn
2023-03-11,Adelaide,South Australia,15.5,40.7,Autumn
2023-03-12,Adelaide,South Australia,13.5,52.7,Autumn
2023-03-13,Adelaide,South Australia,18.1,59.5,Autumn
2023-03-14,Adelaide,South Australia,22.0,51.2,Autumn
2023-03-15,Adelaide,South Australia,24.2,54.0,Autumn
2023-03-16,Adelaide,South Australia,25.4,60.5,Autumn
2023-03-17,Adelaide,South Australia,24.8,47.6,Autumn
2023-03-18,Adelaide,South Australia,21.3,51.7,Autumn
2023-03-19,Adelaide,South Australia,23.8,49.0,Autumn
2023-03-20,Adelaide,South Australia,20.6,53.1,Autumn
2023-03-21,Adelaide,South Australia,22.5,46.0,Autumn
2023-03-22,Adelaide,South Australia,28.2,53.6,Autumn
2023-03-23,Adelaide,South Australia,29.9,56.2,Autumn
2023-03-24,Adelaide,South Australia,22.7,53.6,Autumn
2023-03-25,Adelaide,South Australia,20.4,52.8,Autumn
2023-03-26,Adelaide,South Australia,18.1,57.8,Autumn
2023-03-27,Adelaide,South Australia,18.5,48.4,Autumn
2023-03-28,Adelaide,South Australia,21.4,61.4,Autumn
2023-03-29,Adelaide,South Australia,21.8,44.7,Autumn
2023-03-30,Adelaide,South Australia,21.9,50.2,Autumn
2023-03-31,Adelaide,South Australia,22.6,49.1,Autumn
2023-04-01,Adelaide,South Australia,18.9,61.7,Autumn
2023-04-02,Adelaide,South Australia,23.0,55.4,Autumn
2023-04-03,Adelaide,South Australia,23.2,57.1,Autumn
2023-04-04,Adelaide,South Australia,28.7,56.9,Autumn
2023-04-05,Adelaide,South Australia,18.1,56.6,Autumn
2023-04-06,Adelaide,South Australia,17.2,46.1,Autumn
2023-04-07,Adelaide,South Australia,15.5,61.1,Autumn
2023-04-08,Adelaide,South Australia,21.0,49.2,Autumn
2023-04-09,Adelaide,South Australia,18.4,60.8,Autumn
2023-04-10,Adelaide,South Australia,19.5,50.7,Autumn
2023-04-11,Adelaide,South Australia,16.4,54.7,Autumn
2023-04-12,Adelaide,South Australia,17.9,68.4,Autumn
2023-04-13,Adelaide,South Australia,16.5,57.1,Autumn
2023-04-14,Adelaide,South Australia,14.6,61.5,Autumn
2023-04-15,Adelaide,South Australia,17.1,54.9,Autumn
2023-04-16,Adelaide,South Australia,17.0,63.1,Autumn
2023-04-17,Adelaide,South Australia,15.1,64.1,Autumn
2023-04-18,Adelaide,South Australia,15.3,55.7,Autumn
2023-04-19,Adelaide,South Australia,14.1,52.5,Autumn
2023-04-20,Adelaide,South Australia,15.1,58.5,Autumn
2023-04-21,Adelaide,South Australia,20.1,56.5,Autumn
2023-04-22,Adelaide,South Australia,18.5,63.4,Autumn
2023-04-23,Adelaide,South Australia,18.6,60.4,Autumn
2023-04-24,Adelaide,South Australia,18.5,55.5,Autumn
2023-04-25,Adelaide,South Australia,21.7,58.4,Autumn
2023-04-26,Adelaide,South Australia,19.9,49.1,Autumn
2023-04-27,Adelaide,South Australia,23.2,60.0,Autumn
2023-04-28,Adelaide,South Australia,22.0,53.3,Autumn
2023-04-29,Adelaide,South Australia,20.1,71.7,Autumn
2023-04-30,Adelaide,South Australia,21.1,63.1,Autumn
2023-05-01,Adelaide,South Australia,18.7,66.7,Autumn
2023-05-02,Adelaide,South Australia,10.7,68.8,Autumn
2023-05-03,Adelaide,South Australia,11.8,66.0,Autumn
2023-05-04,Adelaide,South Australia,18.9,61.4,Autumn
2023-05-05,Adelaide,South Australia,18.1,72.0,Autumn
2023-05-06,Adelaide,South Australia,19.8,63.6,Autumn
2023-05-07,Adelaide,South Australia,18.9,62.2,Autumn
2023-05-08,Adelaide,South Australia,22.1,71.8,Autumn
2023-05-09,Adelaide,South Australia,16.7,79.0,Autumn
2023-05-10,Adelaide,South Australia,18.2,53.4,Autumn
2023-05-11,Adelaide,South Australia,18.9,63.8,Autumn
2023-05-12,Adelaide,South Australia,20.3,56.6,Autumn
2023-05-13,Adelaide,South Australia,20.4,60.0,Autumn
2023-05-14,Adelaide,South Australia,20.6,70.5,Autumn
2023-05-15,Adelaide,South Australia,22.7,68.0,Autumn
2023-05-16,Adelaide,South Australia,23.9,79.2,Autumn
2023-05-17,Adelaide,South Australia,22.2,71.5,Autumn
2023-05-18,Adelaide,South Australia,19.6,68.7,Autumn
2023-05-19,Adelaide,South Australia,19.8,60.0,Autumn
2023-05-20,Adelaide,South Australia,17.3,70.1,Autumn
2023-05-21,Adelaide,South Australia,16.1,70.8,Autumn
2023-05-22,Adelaide,South Australia,18.3,60.3,Autumn
2023-05-23,Adelaide,South Australia,17.1,71.0,Autumn
2023-05-24,Adelaide,South Australia,21.1,67.2,Autumn
2023-05-25,Adelaide,South Australia,19.1,72.7,Autumn
2023-05-26,Adelaide,South Australia,12.8,65.3,Autumn
2023-05-27,Adelaide,South Australia,9.8,71.4,Autumn
2023-05-28,Adelaide,South Australia,13.6,70.1,Autumn
2023-05-29,Adelaide,South Australia,17.6,66.0,Autumn
2023-05-30,Adelaide,South Australia,12.0,70.0,Autumn
2023-05-31,Adelaide,South Australia,13.2,71.6,Autumn
2023-06-01,Adelaide,South Australia,15.2,69.5,Winter
2023-06-02,Adelaide,South Australia,14.2,73.3,Winter
2023-06-03,Adelaide,South Australia,17.7,71.3,Winter
2023-06-04,Adelaide,South Australia,17.1,67.9,Winter
2023-06-05,Adelaide,South Australia,12.0,80.5,Winter
2023-06-06,Adelaide,South Australia,13.6,59.6,Winter
2023-06-07,Adelaide,South Australia,16.7,69.5,Winter
2023-06-08,Adelaide,South Australia,13.9,69.7,Winter
2023-06-09,Adelaide,South Australia,10.8,73.0,Winter
2023-06-10,Adelaide,South Australia,3.5,77.2,Winter
2023-06-11,Adelaide,South Australia,6.8,73.5,Winter
2023-06-12,Adelaide,South Australia,6.7,72.2,Winter
2023-06-13,Adelaide,South Australia,6.5,76.4,Winter
2023-06-14,Adelaide,South Australia,10.5,74.4,Winter
2023-06-15,Adelaide,South Australia,9.4,73.5,Winter
2023-06-16,Adelaide,South Australia,9.3,76.4,Winter
2023-06-17,Adelaide,South Australia,9.8,69.9,Winter
2023-06-18,Adelaide,South Australia,14.1,69.3,Winter
2023-06-19,Adelaide,South Australia,13.7,79.6,Winter
2023-06-20,Adelaide,South Australia,6.8,66.1,Winter
2023-06-21,Adelaide,South Australia,8.7,76.0,Winter
2023-06-22,Adelaide,South Australia,8.5,76.4,Winter
2023-06-23,Adelaide,South Australia,12.1,74.9,Winter
2023-06-24,Adelaide,South Australia,7.9,67.8,Winter
2023-06-25,Adelaide,South Australia,6.7,62.9,Winter
2023-06-26,Adelaide,South Australia,2.2,89.6,Winter
2023-06-27,Adelaide,South Australia,6.0,70.3,Winter
2023-06-28,Adelaide,South Australia,9.8,69.3,Winter
2023-06-29,Adelaide,South Australia,12.8,70.7,Winter
2023-06-30,Adelaide,South Australia,14.4,73.1,Winter
2023-07-01,Adelaide,South Australia,9.5,74.1,Winter
2023-07-02,Adelaide,South Australia,11.7,74.2,Winter
2023-07-03,Adelaide,South Australia,16.5,81.1,Winter
2023-07-04,Adelaide,South Australia,17.0,72.3,Winter
2023-07-05,Adelaide,South Australia,16.2,71.1,Winter
2023-07-06,Adelaide,South Australia,10.9,73.6,Winter
2023-07-07,Adelaide,South Australia,10.4,77.9,Winter
2023-07-08,Adelaide,South Australia,9.9,79.5,Winter
2023-07-09,Adelaide,South Australia,5.5,68.2,Winter
2023-07-10,Adelaide,South Australia,10.0,72.9,Winter
2023-07-11,Adelaide,South Australia,12.9,79.4,Winter
2023-07-12,Adelaide,South Australia,15.5,75.4,Winter
2023-07-13,Adelaide,South Australia,14.8,68.7,Winter
2023-07-14,Adelaide,South Australia,12.1,71.4,Winter
2023-07-15,Adelaide,South Australia,14.8,80.2,Winter
2023-07-16,Adelaide,South Australia,16.2,78.8,Winter
2023-07-17,Adelaide,South Australia,16.9,73.2,Winter
2023-07-18,Adelaide,South Australia,21.5,66.6,Winter
2023-07-19,Adelaide,South Australia,22.5,73.2,Winter
2023-07-20,Adelaide,South Australia,19.5,69.6,Winter
2023-07-21,Adelaide,South Australia,16.3,77.2,Winter
2023-07-22,Adelaide,South Australia,17.5,60.9,Winter
2023-07-23,Adelaide,South Australia,15.2,68.1,Winter
2023-07-24,Adelaide,South Australia,10.0,76.8,Winter
2023-07-25,Adelaide,South Australia,8.9,71.7,Winter
2023-07-26,Adelaide,South Australia,9.6,76.8,Winter
2023-07-27,Adelaide,South Australia,15.1,68.8,Winter
2023-07-28,Adelaide,South Australia,16.6,81.8,Winter
2023-07-29,Adelaide,South Australia,14.3,72.4,Winter
2023-07-30,Adelaide,South Australia,15.9,71.9,Winter
2023-07-31,Adelaide,South Australia,11.4,75.9,Winter
2023-08-01,Adelaide,South Australia,13.4,61.1,Winter
2023-08-02,Adelaide,South Australia,13.1,63.2,Winter
2023-08-03,Adelaide,South Australia,9.0,60.0,Winter
2023-08-04,Adelaide,South Australia,6.4,66.6,Winter
2023-08-05,Adelaide,South Australia,11.1,70.3,Winter
2023-08-06,Adelaide,South Australia,14.8,59.3,Winter
2023-08-07,Adelaide,South Australia,11.5,63.1,Winter
2023-08-08,Adelaide,South Australia,15.5,70.8,Winter
2023-08-09,Adelaide,South Australia,10.1,59.7,Winter
2023-08-10,Adelaide,South Australia,5.7,74.5,Winter
2023-08-11,Adelaide,South Australia,10.4,64.0,Winter
2023-08-12,Adelaide,South Australia,9.2,64.2,Winter
2023-08-13,Adelaide,South Australia,10.7,72.9,Winter
2023-08-14,Adelaide,South Australia,10.0,70.6,Winter
2023-08-15,Adelaide,South Australia,11.4,74.5,Winter
2023-08-16,Adelaide,South Australia,9.6,70.0,Winter
2023-08-17,Adelaide,South Australia,11.6,60.1,Winter
2023-08-18,Adelaide,South Australia,7.3,68.1,Winter
2023-08-19,Adelaide,South Australia,7.5,69.9,Winter
2023-08-20,Adelaide,South Australia,10.2,74.8,Winter
2023-08-21,Adelaide,South Australia,10.8,63.6,Winter
2023-08-22,Adelaide,South Australia,15.8,76.2,Winter
2023-08-23,Adelaide,South Australia,14.4,62.7,Winter
2023-08-24,Adelaide,South Australia,16.2,72.0,Winter
2023-08-25,Adelaide,South Australia,9.5,67.5,Winter
2023-08-26,Adelaide,South Australia,4.7,63.0,Winter
2023-08-27,Adelaide,South Australia,4.0,68.1,Winter
2023-08-28,Adelaide,South Australia,-0.5,70.1,Winter
2023-08-29,Adelaide,South Australia,3.6,65.2,Winter
2023-08-30,Adelaide,South Australia,9.0,78.3,Winter
2023-08-31,Adelaide,South Australia,4.6,73.7,Winter
2023-09-01,Adelaide,South Australia,13.4,55.6,Spring
2023-09-02,Adelaide,South Australia,13.7,54.7,Spring
2023-09-03,Adelaide,South Australia,14.7,62.5,Spring
2023-09-04,Adelaide,South Australia,8.8,59.8,Spring
2023-09-05,Adelaide,South Australia,12.4,50.2,Spring
2023-09-06,Adelaide,South Australia,11.7,61.6,Spring
2023-09-07,Adelaide,South Australia,14.2,72.7,Spring
2023-09-08,Adelaide,South Australia,14.3,64.7,Spring
2023-09-09,Adelaide,South Australia,14.7,59.5,Spring
2023-09-10,Adelaide,South Australia,19.1,49.7,Spring
2023-09-11,Adelaide,South Australia,17.0,57.0,Spring
2023-09-12,Adelaide,South Australia,13.9,62.8,Spring
2023-09-13,Adelaide,South Australia,15.1,67.1,Spring
2023-09-14,Adelaide,South Australia,19.0,52.1,Spring
2023-09-15,Adelaide,South Australia,18.5,59.8,Spring
2023-09-16,Adelaide,South Australia,19.3,60.2,Spring
2023-09-17,Adelaide,South Australia,17.4,59.8,Spring
2023-09-18,Adelaide,South Australia,20.8,63.8,Spring
2023-09-19,Adelaide,South Australia,19.6,73.2,Spring
2023-09-20,Adelaide,South Australia,16.8,64.7,Spring
2023-09-21,Adelaide,South Australia,15.9,55.3,Spring
2023-09-22,Adelaide,South Australia,6.3,60.9,Spring
2023-09-23,Adelaide,South Australia,9.3,58.5,Spring
2023-09-24,Adelaide,South Australia,10.1,52.7,Spring
2023-09-25,Adelaide,South Australia,10.7,56.8,Spring
2023-09-26,Adelaide,South Australia,14.4,54.5,Spring
2023-09-27,Adelaide,South Australia,13.2,65.8,Spring
2023-09-28,Adelaide,South Australia,11.4,55.0,Spring
2023-09-29,Adelaide,South Australia,9.0,58.7,Spring
2023-09-30,Adelaide,South Australia,9.3,58.6,Spring
2023-10-01,Adelaide,South Australia,15.1,59.0,Spring
2023-10-02,Adelaide,South Australia,12.8,49.4,Spring
2023-10-03,Adelaide,South Australia,12.6,54.0,Spring
2023-10-04,Adelaide,South Australia,16.0,66.7,Spring
2023-10-05,Adelaide,South Australia,10.9,58.6,Spring
2023-10-06,Adelaide,South Australia,15.8,50.2,Spring
2023-10-07,Adelaide,South Australia,20.3,55.4,Spring
2023-10-08,Adelaide,South Australia,22.1,49.8,Spring
2023-10-09,Adelaide,South Australia,17.5,52.0,Spring
2023-10-10,Adelaide,South Australia,19.5,48.2,Spring
2023-10-11,Adelaide,South Australia,16.1,57.7,Spring
2023-10-12,Adelaide,South Australia,16.6,51.9,Spring
2023-10-13,Adelaide,South Australia,23.4,64.0,Spring
2023-10-14,Adelaide,South Australia,16.2,49.7,Spring
2023-10-15,Adelaide,South Australia,16.3,43.6,Spring
2023-10-16,Adelaide,South Australia,19.0,53.8,Spring
2023-10-17,Adelaide,South Australia,15.9,48.2,Spring
2023-10-18,Adelaide,South Australia,18.3,38.8,Spring
2023-10-19,Adelaide,South Australia,18.5,56.3,Spring
2023-10-20,Adelaide,South Australia,11.9,49.4,Spring
2023-10-21,Adelaide,South Australia,13.0,58.1,Spring
2023-10-22,Adelaide,South Australia,15.4,42.8,Spring
2023-10-23,Adelaide,South Australia,13.3,57.5,Spring
2023-10-24,Adelaide,South Australia,16.8,52.0,Spring
2023-10-25,Adelaide,South Australia,12.2,59.9,Spring
2023-10-26,Adelaide,South Australia,12.4,53.9,Spring
2023-10-27,Adelaide,South Australia,16.9,54.5,Spring
2023-10-28,Adelaide,South Australia,17.5,54.2,Spring
2023-10-29,Adelaide,South Australia,13.7,45.3,Spring
2023-10-30,Adelaide,South Australia,14.3,53.2,Spring
2023-10-31,Adelaide,South Australia,15.0,61.0,Spring
2023-11-01,Adelaide,South Australia,16.7,52.1,Spring
2023-11-02,Adelaide,South Australia,16.1,52.8,Spring
2023-11-03,Adelaide,South Australia,17.1,52.3,Spring
2023-11-04,Adelaide,South Australia,18.2,43.6,Spring
2023-11-05,Adelaide,South Australia,16.7,42.7,Spring
2023-11-06,Adelaide,South Australia,17.0,46.8,Spring
2023-11-07,Adelaide,South Australia,22.9,58.7,Spring
2023-11-08,Adelaide,South Australia,22.1,46.2,Spring
2023-11-09,Adelaide,South Australia,19.8,38.4,Spring
2023-11-10,Adelaide,South Australia,21.3,50.6,Spring
2023-11-11,Adelaide,South Australia,21.4,34.3,Spring
2023-11-12,Adelaide,South Australia,22.2,48.6,Spring
2023-11-13,Adelaide,South Australia,20.3,47.2,Spring
2023-11-14,Adelaide,South Australia,22.5,44.2,Spring
2023-11-15,Adelaide,South Australia,24.9,52.2,Spring
2023-11-16,Adelaide,South Australia,23.0,51.3,Spring
2023-11-17,Adelaide,South Australia,26.3,57.4,Spring
2023-11-18,Adelaide,South Australia,19.3,48.6,Spring
2023-11-19,Adelaide,South Australia,17.9,52.5,Spring
2023-11-20,Adelaide,South Australia,16.3,48.1,Spring
2023-11-21,Adelaide,South Australia,14.8,59.5,Spring
2023-11-22,Adelaide,South Australia,15.5,51.8,Spring
2023-11-23,Adelaide,South Australia,17.8,41.7,Spring
2023-11-24,Adelaide,South Australia,19.4,52.5,Spring
2023-11-25,Adelaide,South Australia,17.5,61.9,Spring
2023-11-26,Adelaide,South Australia,21.5,41.8,Spring
2023-11-27,Adelaide,South Australia,23.7,52.9,Spring
2023-11-28,Adelaide,South Australia,20.2,53.3,Spring
2023-11-29,Adelaide,South Australia,19.0,40.3,Spring
2023-11-30,Adelaide,South Australia,12.4,40.0,Spring
2023-12-01,Adelaide,South Australia,11.1,56.7,Summer
2023-12-02,Adelaide,South Australia,10.2,50.2,Summer
2023-12-03,Adelaide,South Australia,12.4,42.0,Summer
2023-12-04,Adelaide,South Australia,20.5,46.9,Summer
2023-12-05,Adelaide,South Australia,20.0,45.6,Summer
2023-12-06,Adelaide,South Australia,24.2,48.7,Summer
2023-12-07,Adelaide,South Australia,26.2,46.2,Summer
2023-12-08,Adelaide,South Australia,26.0,42.4,Summer
2023-12-09,Adelaide,South Australia,20.9,48.1,Summer
2023-12-10,Adelaide,South Australia,23.7,51.5,Summer
2023-12-11,Adelaide,South Australia,20.4,38.2,Summer
2023-12-12,Adelaide,South Australia,22.1,41.5,Summer
2023-12-13,Adelaide,South Australia,17.6,53.9,Summer
2023-12-14,Adelaide,South Australia,22.2,52.4,Summer
2023-12-15,Adelaide,South Australia,21.2,49.6,Summer
2023-12-16,Adelaide,South Australia,19.2,45.7,Summer
2023-12-17,Adelaide,South Australia,14.0,55.9,Summer
2023-12-18,Adelaide,South Australia,17.9,55.3,Summer
2023-12-19,Adelaide,South Australia,19.6,44.8,Summer
2023-12-20,Adelaide,South Australia,26.0,52.7,Summer
2023-12-21,Adelaide,South Australia,26.3,47.7,Summer
2023-12-22,Adelaide,South Australia,17.4,47.1,Summer
2023-12-23,Adelaide,South Australia,17.5,32.5,Summer
2023-12-24,Adelaide,South Australia,16.3,47.9,Summer
2023-12-25,Adelaide,South Australia,20.8,42.4,Summer
2023-12-26,Adelaide,South Australia,20.7,40.2,Summer
2023-12-27,Adelaide,South Australia,24.3,57.2,Summer
2023-12-28,Adelaide,South Australia,25.2,41.2,Summer
2023-12-29,Adelaide,South Australia,22.3,42.0,Summer
2023-12-30,Adelaide,South Australia,31.5,45.0,Summer
2023-12-31,Adelaide,South Australia,26.4,32.7,Summer
2024-01-01,Adelaide,South Australia,25.0,35.4,Summer
2024-01-02,Adelaide,South Australia,25.1,47.3,Summer
2024-01-03,Adelaide,South Australia,19.5,41.9,Summer
2024-01-04,Adelaide,South Australia,24.9,44.5,Summer
2024-01-05,Adelaide,South Australia,20.4,41.9,Summer
2024-01-06,Adelaide,South Australia,24.8,52.1,Summer
2024-01-07,Adelaide,South Australia,28.0,50.1,Summer
2024-01-08,Adelaide,South Australia,27.5,37.8,Summer
2024-01-09,Adelaide,South Australia,24.0,51.0,Summer
2024-01-10,Adelaide,South Australia,24.8,50.1,Summer
2024-01-11,Adelaide,South Australia,21.4,43.4,Summer
2024-01-12,Adelaide,South Australia,22.3,52.0,Summer
2024-01-13,Adelaide,South Australia,19.5,42.4,Summer
2024-01-14,Adelaide,South Australia,22.0,49.5,Summer
2024-01-15,Adelaide,South Australia,18.9,46.0,Summer
2024-01-16,Adelaide,South Australia,19.3,50.8,Summer
2024-01-17,Adelaide,South Australia,18.4,48.3,Summer
2024-01-18,Adelaide,South Australia,23.9,46.7,Summer
2024-01-19,Adelaide,South Australia,22.1,55.7,Summer
2024-01-20,Adelaide,South Australia,28.0,53.6,Summer
2024-01-21,Adelaide,South Australia,26.7,35.9,Summer
2024-01-22,Adelaide,South Australia,24.3,48.6,Summer
2024-01-23,Adelaide,South Australia,25.6,52.8,Summer
2024-01-24,Adelaide,South Australia,25.1,36.9,Summer
2024-01-25,Adelaide,South Australia,29.2,46.0,Summer
2024-01-26,Adelaide,South Australia,22.6,49.6,Summer
2024-01-27,Adelaide,South Australia,21.5,53.6,Summer
2024-01-28,Adelaide,South Australia,24.2,52.8,Summer
2024-01-29,Adelaide,South Australia,24.2,37.7,Summer
2024-01-30,Adelaide,South Australia,21.6,44.4,Summer
2024-01-31,Adelaide,South Australia,27.4,42.2,Summer
2024-02-01,Adelaide,South Australia,30.2,48.1,Summer
2024-02-02,Adelaide,South Australia,25.5,48.5,Summer
2024-02-03,Adelaide,South Australia,25.7,44.3,Summer
2024-02-04,Adelaide,South Australia,27.2,39.5,Summer
2024-02-05,Adelaide,South Australia,27.3,37.2,Summer
2024-02-06,Adelaide,South Australia,28.2,38.8,Summer
2024-02-07,Adelaide,South Australia,27.2,34.0,Summer
2024-02-08,Adelaide,South Australia,29.8,46.1,Summer
2024-02-09,Adelaide,South Australia,29.1,52.6,Summer
2024-02-10,Adelaide,South Australia,27.5,50.7,Summer
2024-02-11,Adelaide,South Australia,28.0,45.4,Summer
2024-02-12,Adelaide,South Australia,28.3,43.4,Summer
2024-02-13,Adelaide,South Australia,32.1,49.8,Summer
2024-02-14,Adelaide,South Australia,34.1,47.9,Summer
2024-02-15,Adelaide,South Australia,32.1,48.9,Summer
2024-02-16,Adelaide,South Australia,30.0,50.2,Summer
2024-02-17,Adelaide,South Australia,26.8,42.6,Summer
2024-02-18,Adelaide,South Australia,27.6,46.6,Summer
2024-02-19,Adelaide,South Australia,23.8,43.0,Summer
2024-02-20,Adelaide,South Australia,24.5,51.4,Summer
2024-02-21,Adelaide,South Australia,23.2,47.3,Summer
2024-02-22,Adelaide,South Australia,21.5,46.7,Summer
2024-02-23,Adelaide,South Australia,28.2,52.8,Summer
2024-02-24,Adelaide,South Australia,26.0,52.7,Summer
2024-02-25,Adelaide,South Australia,32.4,52.9,Summer
2024-02-26,Adelaide,South Australia,29.2,55.2,Summer
2024-02-27,Adelaide,South Australia,24.3,46.5,Summer
2024-02-28,Adelaide,South Australia,28.1,46.4,Summer
2024-02-29,Adelaide,South Australia,27.3,46.1,Summer
2024-03-01,Adelaide,South Australia,27.5,44.0,Autumn
2024-03-02,Adelaide,South Australia,28.3,43.6,Autumn
2024-03-03,Adelaide,South Australia,30.0,49.3,Autumn
2024-03-04,Adelaide,South Australia,26.5,51.8,Autumn
2024-03-05,Adelaide,South Australia,21.2,57.6,Autumn
2024-03-06,Adelaide,South Australia,25.2,59.5,Autumn
2024-03-07,Adelaide,South Australia,24.0,50.0,Autumn
2024-03-08,Adelaide,South Australia,18.3,49.4,Autumn
2024-03-09,Adelaide,South Australia,23.7,43.6,Autumn
2024-03-10,Adelaide,South Australia,24.6,49.6,Autumn
2024-03-11,Adelaide,South Australia,23.8,43.5,Autumn
2024-03-12,Adelaide,South Australia,21.4,53.2,Autumn
2024-03-13,Adelaide,South Australia,23.3,50.1,Autumn
2024-03-14,Adelaide,South Australia,19.6,49.3,Autumn
2024-03-15,Adelaide,South Australia,16.3,45.0,Autumn
2024-03-16,Adelaide,South Australia,21.1,37.9,Autumn
2024-03-17,Adelaide,South Australia,22.2,43.5,Autumn
2024-03-18,Adelaide,South Australia,23.9,43.2,Autumn
2024-03-19,Adelaide,South Australia,27.2,42.9,Autumn
2024-03-20,Adelaide,South Australia,20.7,55.8,Autumn
2024-03-21,Adelaide,South Australia,18.0,42.1,Autumn
2024-03-22,Adelaide,South Australia,17.9,48.8,Autumn
2024-03-23,Adelaide,South Australia,18.6,47.9,Autumn
2024-03-24,Adelaide,South Australia,19.8,40.1,Autumn
2024-03-25,Adelaide,South Australia,22.4,56.8,Autumn
2024-03-26,Adelaide,South Australia,26.5,52.7,Autumn
2024-03-27,Adelaide,South Australia,27.4,51.4,Autumn
2024-03-28,Adelaide,South Australia,24.3,54.5,Autumn
2024-03-29,Adelaide,South Australia,22.1,44.6,Autumn
2024-03-30,Adelaide,South Australia,24.6,48.4,Autumn
2024-03-31,Adelaide,South Australia,22.4,46.3,Autumn
2024-04-01,Adelaide,South Australia,16.6,42.2,Autumn
2024-04-02,Adelaide,South Australia,15.2,58.8,Autumn
2024-04-03,Adelaide,South Australia,14.6,56.3,Autumn
2024-04-04,Adelaide,South Australia,20.8,61.9,Autumn
2024-04-05,Adelaide,South Australia,16.8,62.6,Autumn
2024-04-06,Adelaide,South Australia,19.3,53.6,Autumn
2024-04-07,Adelaide,South Australia,23.6,50.6,Autumn
2024-04-08,Adelaide,South Australia,26.1,62.8,Autumn
2024-04-09,Adelaide,South Australia,27.8,57.4,Autumn
2024-04-10,Adelaide,South Australia,25.0,58.9,Autumn
2024-04-11,Adelaide,South Australia,19.8,55.7,Autumn
2024-04-12,Adelaide,South Australia,22.3,53.5,Autumn
2024-04-13,Adelaide,South Australia,23.6,56.5,Autumn
2024-04-14,Adelaide,South Australia,22.7,58.3,Autumn
2024-04-15,Adelaide,South Australia,20.2,60.6,Autumn
2024-04-16,Adelaide,South Australia,18.3,61.4,Autumn
2024-04-17,Adelaide,South Australia,24.3,64.7,Autumn
2024-04-18,Adelaide,South Australia,20.5,51.4,Autumn
2024-04-19,Adelaide,South Australia,17.1,55.5,Autumn
2024-04-20,Adelaide,South Australia,17.7,52.2,Autumn
2024-04-21,Adelaide,South Australia,11.3,60.2,Autumn
2024-04-22,Adelaide,South Australia,14.4,56.2,Autumn
2024-04-23,Adelaide,South Australia,16.9,57.3,Autumn
2024-04-24,Adelaide,South Australia,21.6,56.5,Autumn
2024-04-25,Adelaide,South Australia,19.6,55.5,Autumn
2024-04-26,Adelaide,South Australia,19.7,51.1,Autumn
2024-04-27,Adelaide,South Australia,16.5,51.9,Autumn
2024-04-28,Adelaide,South Australia,21.6,58.3,Autumn
2024-04-29,Adelaide,South Australia,21.9,54.5,Autumn
2024-04-30,Adelaide,South Australia,23.7,52.9,Autumn
2024-05-01,Adelaide,South Australia,18.8,69.5,Autumn
2024-05-02,Adelaide,South Australia,18.7,69.6,Autumn
2024-05-03,Adelaide,South Australia,14.6,59.3,Autumn
